30
1061109567,3,1061109567,18,5,1,1061109567,15,4,5,1061109567,6,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,8,1061109567,0,1061109567,1061109567,1061109567,2,9,3,1061109567,1061109567,1061109567
9,1061109567,1061109567,10,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,4,1061109567,9,9,2,1061109567,1061109567,1061109567,1061109567,15,0,5,18,16,1061109567,17,13,1061109567,1061109567
1061109567,2,1061109567,1061109567,1061109567,1061109567,1061109567,16,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,11,1061109567,1061109567,1061109567,11,7,4,1061109567,0,1061109567,2,14,9,1061109567,13,1061109567
7,1061109567,1061109567,15,1061109567,4,4,17,1061109567,1061109567,1061109567,18,1061109567,1061109567,1061109567,1061109567,12,11,1061109567,19,2,4,1061109567,0,1061109567,11,2,1061109567,11,17
1061109567,15,1061109567,1061109567,5,1061109567,1061109567,1061109567,3,12,1061109567,1061109567,1061109567,17,8,1061109567,1061109567,1061109567,1061109567,3,15,1061109567,17,1061109567,0,9,2,1061109567,13,18
1061109567,15,1061109567,13,1061109567,1061109567,1061109567,1061109567,1061109567,12,1061109567,16,1061109567,1,1061109567,1,1061109567,13,13,7,7,18,1061109567,12,11,0,6,1061109567,1061109567,1061109567
12,1061109567,1061109567,1061109567,7,1061109567,1061109567,1061109567,1061109567,1061109567,10,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,14,8,1061109567,1061109567,12,1061109567,1061109567,9,1061109567,0,19,1061109567,15
12,20,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,2,1061109567,1061109567,1061109567,1061109567,19,12,18,1061109567,1061109567,8,1061109567,1061109567,1061109567,2,5,9,15,0,1061109567,1061109567
1061109567,17,2,1061109567,1,1061109567,13,11,1061109567,1061109567,10,1061109567,5,11,1061109567,20,11,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,1061109567,20,2,5,1061109567,0,3
1061109567,1061109567,17,1061109567,1061109567,18,1061109567,2,7,1061109567,1061109567,1061109567,1061109567,13,18,8,1061109567,8,6,1061109567,2,1061109567,1061109567,18,8,1061109567,1061109567,14,1061109567,0
1
19
